Price_Month,Model,Benchmark_MSRP_USD,Model_Price_Min_USD,Model_Price_Max_USD,Price_Variation_Factor,Price_Source
2024-10-01,3 Series,48327.41,45427.76,54126.7,1.0602,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,3 Series,49296.35,46338.57,55211.91,1.08146,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,3 Series,49367.96,46405.89,55292.12,1.08303,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,3 Series,49969.81,46971.62,55966.18,1.06792,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,3 Series,50104.03,47097.78,56116.51,1.07079,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,3 Series,50900.48,47846.45,57008.54,1.08781,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,3 Series,51296.52,48218.72,57452.1,1.09627,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,3 Series,50018.69,47017.57,56020.93,1.06897,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,3 Series,50803.46,47755.25,56899.87,1.08574,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,3 Series,50591.43,47555.94,56662.4,1.08121,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,3 Series,51127.44,48059.8,57262.74,1.09266,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,3 Series,50820.82,47771.57,56919.32,1.08611,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,3 Series,51098.1,48032.22,57229.87,1.09203,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,3 Series,50312.32,47293.58,56349.8,1.07524,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,3 Series,50568.62,47534.5,56636.85,1.08072,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,3 Series,52378.45,49235.74,58663.87,1.09122,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,3 Series,52416.91,49271.9,58706.94,1.09202,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,3 Series,52459.32,49311.76,58754.44,1.0929,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,3 Series,52805.73,49637.39,59142.42,1.10012,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,3 Series,52358.68,49217.16,58641.73,1.09081,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,3 Series,52800.64,49632.6,59136.71,1.10001,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,3 Series,52471.09,49322.82,58767.62,1.09315,BMW official MSRP anchors + simulated monthly market variation
2015-01-01,5 Series,51302.27,48224.14,57458.55,1.0079,BMW official MSRP anchors + simulated monthly market variation
2015-02-01,5 Series,50836.18,47786.01,56936.52,0.99875,BMW official MSRP anchors + simulated monthly market variation
2015-03-01,5 Series,50768.58,47722.47,56860.81,0.99742,BMW official MSRP anchors + simulated monthly market variation
2015-04-01,5 Series,50598.69,47562.77,56670.54,0.99408,BMW official MSRP anchors + simulated monthly market variation
2015-05-01,5 Series,50366.37,47344.38,56410.33,0.98952,BMW official MSRP anchors + simulated monthly market variation
2015-06-01,5 Series,50674.45,47633.98,56755.38,0.99557,BMW official MSRP anchors + simulated monthly market variation
2015-07-01,5 Series,50550.1,47517.1,56616.11,0.99313,BMW official MSRP anchors + simulated monthly market variation
2015-08-01,5 Series,51043.08,47980.5,57168.25,1.00281,BMW official MSRP anchors + simulated monthly market variation
2015-09-01,5 Series,50768.68,47722.56,56860.92,0.99742,BMW official MSRP anchors + simulated monthly market variation
2015-10-01,5 Series,50588.73,47553.41,56659.38,0.99388,BMW official MSRP anchors + simulated monthly market variation
2015-11-01,5 Series,51620.5,48523.27,57814.96,1.01416,BMW official MSRP anchors + simulated monthly market variation
2015-12-01,5 Series,50036.62,47034.42,56041.01,0.98304,BMW official MSRP anchors + simulated monthly market variation
2016-01-01,5 Series,51517.64,48426.59,57699.76,1.00034,BMW official MSRP anchors + simulated monthly market variation
2016-02-01,5 Series,52779.51,49612.74,59113.05,1.02484,BMW official MSRP anchors + simulated monthly market variation
2016-03-01,5 Series,51733.46,48629.45,57941.47,1.00453,BMW official MSRP anchors + simulated monthly market variation
2016-04-01,5 Series,51869.83,48757.64,58094.21,1.00718,BMW official MSRP anchors + simulated monthly market variation
2016-05-01,5 Series,52843.77,49673.15,59185.03,1.02609,BMW official MSRP anchors + simulated monthly market variation
2016-06-01,5 Series,52123.76,48996.33,58378.61,1.01211,BMW official MSRP anchors + simulated monthly market variation
2016-07-01,5 Series,51979.18,48860.43,58216.68,1.0093,BMW official MSRP anchors + simulated monthly market variation
2016-08-01,5 Series,51981.45,48862.56,58219.22,1.00935,BMW official MSRP anchors + simulated monthly market variation
2016-09-01,5 Series,51579.18,48484.43,57768.68,1.00154,BMW official MSRP anchors + simulated monthly market variation
2016-10-01,5 Series,52260.51,49124.88,58531.78,1.01477,BMW official MSRP anchors + simulated monthly market variation
2016-11-01,5 Series,51362.18,48280.45,57525.64,0.99732,BMW official MSRP anchors + simulated monthly market variation
2016-12-01,5 Series,52151.73,49022.63,58409.94,1.01266,BMW official MSRP anchors + simulated monthly market variation
2017-01-01,5 Series,52525.19,49373.68,58828.21,1.00816,BMW official MSRP anchors + simulated monthly market variation
2017-02-01,5 Series,52873.72,49701.3,59218.57,1.01485,BMW official MSRP anchors + simulated monthly market variation
2017-03-01,5 Series,53322.82,50123.45,59721.56,1.02347,BMW official MSRP anchors + simulated monthly market variation
2017-04-01,5 Series,52982.94,49803.96,59340.89,1.01695,BMW official MSRP anchors + simulated monthly market variation
2017-05-01,5 Series,53369.39,50167.23,59773.72,1.02436,BMW official MSRP anchors + simulated monthly market variation
2017-06-01,5 Series,53173.6,49983.19,59554.43,1.02061,BMW official MSRP anchors + simulated monthly market variation
2017-07-01,5 Series,53446.6,50239.8,59860.19,1.02585,BMW official MSRP anchors + simulated monthly market variation
2017-08-01,5 Series,52411.05,49266.39,58700.38,1.00597,BMW official MSRP anchors + simulated monthly market variation
2017-09-01,5 Series,53234.79,50040.7,59622.96,1.02178,BMW official MSRP anchors + simulated monthly market variation
2017-10-01,5 Series,52870.78,49698.53,59215.27,1.01479,BMW official MSRP anchors + simulated monthly market variation
2017-11-01,5 Series,53648.99,50430.05,60086.87,1.02973,BMW official MSRP anchors + simulated monthly market variation
2017-12-01,5 Series,53604.63,50388.35,60037.18,1.02888,BMW official MSRP anchors + simulated monthly market variation
2018-01-01,5 Series,54082.48,50837.53,60572.38,1.02623,BMW official MSRP anchors + simulated monthly market variation
2018-02-01,5 Series,53482.43,50273.48,59900.32,1.01485,BMW official MSRP anchors + simulated monthly market variation
2018-03-01,5 Series,53645.16,50426.45,60082.58,1.01793,BMW official MSRP anchors + simulated monthly market variation
2018-04-01,5 Series,53845.96,50615.21,60307.48,1.02175,BMW official MSRP anchors + simulated monthly market variation
2018-05-01,5 Series,54581.74,51306.84,61131.55,1.03571,BMW official MSRP anchors + simulated monthly market variation
2018-06-01,5 Series,54582.89,51307.92,61132.84,1.03573,BMW official MSRP anchors + simulated monthly market variation
2018-07-01,5 Series,54431.17,51165.3,60962.91,1.03285,BMW official MSRP anchors + simulated monthly market variation
2018-08-01,5 Series,53371.03,50168.77,59775.56,1.01273,BMW official MSRP anchors + simulated monthly market variation
2018-09-01,5 Series,53361.17,50159.5,59764.51,1.01255,BMW official MSRP anchors + simulated monthly market variation
2018-10-01,5 Series,53023.01,49841.63,59385.77,1.00613,BMW official MSRP anchors + simulated monthly market variation
2018-11-01,5 Series,53810.97,50582.31,60268.28,1.02108,BMW official MSRP anchors + simulated monthly market variation
2018-12-01,5 Series,53584.72,50369.64,60014.89,1.01679,BMW official MSRP anchors + simulated monthly market variation
2019-01-01,5 Series,54180.27,50929.45,60681.9,1.01652,BMW official MSRP anchors + simulated monthly market variation
2019-02-01,5 Series,55049.13,51746.18,61655.02,1.03282,BMW official MSRP anchors + simulated monthly market variation
2019-03-01,5 Series,54893.91,51600.28,61481.18,1.0299,BMW official MSRP anchors + simulated monthly market variation
2019-04-01,5 Series,55500.92,52170.87,62161.04,1.04129,BMW official MSRP anchors + simulated monthly market variation
2019-05-01,5 Series,55380.14,52057.33,62025.75,1.03903,BMW official MSRP anchors + simulated monthly market variation
2019-06-01,5 Series,54458.54,51191.03,60993.57,1.02174,BMW official MSRP anchors + simulated monthly market variation
2019-07-01,5 Series,54756.43,51471.04,61327.2,1.02733,BMW official MSRP anchors + simulated monthly market variation
2019-08-01,5 Series,55297.31,51979.47,61932.98,1.03747,BMW official MSRP anchors + simulated monthly market variation
2019-09-01,5 Series,55340.3,52019.88,61981.13,1.03828,BMW official MSRP anchors + simulated monthly market variation
2019-10-01,5 Series,55046.51,51743.72,61652.09,1.03277,BMW official MSRP anchors + simulated monthly market variation
2019-11-01,5 Series,54088.84,50843.51,60579.5,1.0148,BMW official MSRP anchors + simulated monthly market variation
2019-12-01,5 Series,54979.97,51681.17,61577.57,1.03152,BMW official MSRP anchors + simulated monthly market variation
2020-01-01,5 Series,56649.32,53250.37,63447.24,1.05101,BMW official MSRP anchors + simulated monthly market variation
2020-02-01,5 Series,57477.79,54029.12,64375.13,1.06638,BMW official MSRP anchors + simulated monthly market variation
2020-03-01,5 Series,56279.61,52902.83,63033.16,1.04415,BMW official MSRP anchors + simulated monthly market variation
2020-04-01,5 Series,56028.9,52667.16,62752.37,1.0395,BMW official MSRP anchors + simulated monthly market variation
2020-05-01,5 Series,56739.17,53334.82,63547.87,1.05267,BMW official MSRP anchors + simulated monthly market variation
2020-06-01,5 Series,56542.97,53150.39,63328.13,1.04903,BMW official MSRP anchors + simulated monthly market variation
2020-07-01,5 Series,56785.89,53378.74,63600.2,1.05354,BMW official MSRP anchors + simulated monthly market variation
2020-08-01,5 Series,56942.88,53526.3,63776.02,1.05645,BMW official MSRP anchors + simulated monthly market variation
2020-09-01,5 Series,57272.59,53836.23,64145.3,1.06257,BMW official MSRP anchors + simulated monthly market variation
2020-10-01,5 Series,56701.24,53299.17,63505.39,1.05197,BMW official MSRP anchors + simulated monthly market variation
2020-11-01,5 Series,56811.84,53403.13,63629.26,1.05402,BMW official MSRP anchors + simulated monthly market variation
2020-12-01,5 Series,56543.08,53150.49,63328.25,1.04904,BMW official MSRP anchors + simulated monthly market variation
2021-01-01,5 Series,59069.5,55525.33,66157.84,1.07988,BMW official MSRP anchors + simulated monthly market variation
2021-02-01,5 Series,59608.51,56032.0,66761.53,1.08974,BMW official MSRP anchors + simulated monthly market variation
2021-03-01,5 Series,59002.49,55462.34,66082.78,1.07866,BMW official MSRP anchors + simulated monthly market variation
2021-04-01,5 Series,58862.86,55331.09,65926.41,1.0761,BMW official MSRP anchors + simulated monthly market variation
2021-05-01,5 Series,59570.11,55995.9,66718.52,1.08903,BMW official MSRP anchors + simulated monthly market variation
2021-06-01,5 Series,60232.46,56618.52,67460.36,1.10114,BMW official MSRP anchors + simulated monthly market variation
2021-07-01,5 Series,59517.58,55946.52,66659.69,1.08807,BMW official MSRP anchors + simulated monthly market variation
2021-08-01,5 Series,59640.15,56061.74,66796.97,1.09031,BMW official MSRP anchors + simulated monthly market variation
2021-09-01,5 Series,58119.31,54632.15,65093.63,1.06251,BMW official MSRP anchors + simulated monthly market variation
2021-10-01,5 Series,60086.86,56481.65,67297.29,1.09848,BMW official MSRP anchors + simulated monthly market variation
2021-11-01,5 Series,59044.16,55501.51,66129.46,1.07942,BMW official MSRP anchors + simulated monthly market variation
2021-12-01,5 Series,60199.35,56587.39,67423.27,1.10054,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,5 Series,60050.64,56447.6,67256.71,1.08199,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,5 Series,60527.22,56895.59,67790.49,1.09058,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,5 Series,59641.31,56062.83,66798.26,1.07462,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,5 Series,60326.5,56706.91,67565.68,1.08696,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,5 Series,60185.52,56574.39,67407.78,1.08442,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,5 Series,59871.07,56278.8,67055.59,1.07876,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,5 Series,60315.63,56696.69,67553.51,1.08677,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,5 Series,60190.43,56579.0,67413.28,1.08451,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,5 Series,59469.73,55901.54,66606.1,1.07153,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,5 Series,59439.57,55873.2,66572.32,1.07098,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,5 Series,60330.25,56710.44,67569.88,1.08703,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,5 Series,60051.8,56448.7,67258.02,1.08201,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,5 Series,59662.35,56082.61,66821.83,1.05972,BMW official MSRP anchors + simulated monthly market variation
2023-02-01,5 Series,59688.22,56106.92,66850.8,1.06018,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,5 Series,59998.05,56398.16,67197.81,1.06568,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,5 Series,59915.92,56320.97,67105.84,1.06423,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,5 Series,59978.12,56379.43,67175.49,1.06533,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,5 Series,59819.34,56230.18,66997.66,1.06251,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,5 Series,60098.99,56493.05,67310.87,1.06748,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,5 Series,58834.83,55304.74,65895.01,1.04502,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,5 Series,60106.87,56500.46,67319.69,1.06762,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,5 Series,60478.29,56849.6,67735.69,1.07421,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,5 Series,59918.99,56323.85,67109.26,1.06428,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,5 Series,59340.84,55780.39,66461.74,1.05401,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,5 Series,60734.44,57090.38,68022.58,1.06365,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,5 Series,61551.65,57858.55,68937.85,1.07796,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,5 Series,61328.01,57648.33,68687.37,1.07405,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,5 Series,61172.3,57501.96,68512.97,1.07132,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,5 Series,60691.4,57049.91,67974.36,1.0629,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,5 Series,61300.8,57622.75,68656.9,1.07357,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,5 Series,60674.93,57034.44,67955.93,1.06261,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,5 Series,61035.61,57373.47,68359.88,1.06892,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,5 Series,61523.25,57831.85,68906.04,1.07746,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,5 Series,60519.06,56887.92,67781.35,1.05988,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,5 Series,61161.82,57492.11,68501.24,1.07114,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,5 Series,61219.33,57546.17,68565.65,1.07214,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,5 Series,62145.21,58416.5,69602.64,1.07332,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,5 Series,62848.68,59077.76,70390.52,1.08547,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,5 Series,61085.16,57420.05,68415.38,1.05501,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,5 Series,62523.36,58771.96,70026.17,1.07985,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,5 Series,61779.71,58072.93,69193.28,1.06701,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,5 Series,62216.25,58483.28,69682.2,1.07455,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,5 Series,62933.8,59157.77,70485.86,1.08694,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,5 Series,62471.82,58723.51,69968.44,1.07896,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,5 Series,63220.97,59427.71,70807.49,1.0919,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,5 Series,62229.74,58495.95,69697.31,1.07478,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,5 Series,62849.57,59078.6,70391.52,1.08548,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,5 Series,61760.63,58054.99,69171.91,1.06668,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,5 Series,63149.91,59360.92,70727.9,1.07581,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,5 Series,63599.11,59783.16,71231.0,1.08346,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,5 Series,64273.39,60416.99,71986.2,1.09495,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,5 Series,63212.78,59420.02,70798.32,1.07688,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,5 Series,64685.88,60804.73,72448.19,1.10197,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,5 Series,64349.58,60488.6,72071.52,1.09624,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,5 Series,64732.09,60848.17,72499.94,1.10276,BMW official MSRP anchors + simulated monthly market variation
2015-01-01,7 Series,81506.29,76615.92,91287.05,1.00625,BMW official MSRP anchors + simulated monthly market variation
2015-02-01,7 Series,81116.97,76249.95,90851.0,1.00144,BMW official MSRP anchors + simulated monthly market variation
2015-03-01,7 Series,81981.36,77062.48,91819.12,1.01212,BMW official MSRP anchors + simulated monthly market variation
2015-04-01,7 Series,80278.68,75461.96,89912.13,0.99109,BMW official MSRP anchors + simulated monthly market variation
2015-05-01,7 Series,81241.88,76367.37,90990.91,1.00299,BMW official MSRP anchors + simulated monthly market variation
2015-06-01,7 Series,80722.4,75879.06,90409.09,0.99657,BMW official MSRP anchors + simulated monthly market variation
2015-07-01,7 Series,80069.12,75264.97,89677.41,0.98851,BMW official MSRP anchors + simulated monthly market variation
2015-08-01,7 Series,80808.45,75959.94,90505.46,0.99764,BMW official MSRP anchors + simulated monthly market variation
2015-09-01,7 Series,81764.12,76858.27,91575.81,1.00943,BMW official MSRP anchors + simulated monthly market variation
2015-10-01,7 Series,81180.26,76309.44,90921.89,1.00223,BMW official MSRP anchors + simulated monthly market variation
2015-11-01,7 Series,81996.88,77077.07,91836.51,1.01231,BMW official MSRP anchors + simulated monthly market variation
2015-12-01,7 Series,81063.73,76199.9,90791.38,1.00079,BMW official MSRP anchors + simulated monthly market variation
2016-01-01,7 Series,83280.57,78283.73,93274.24,1.0145,BMW official MSRP anchors + simulated monthly market variation
2016-02-01,7 Series,82661.09,77701.42,92580.42,1.00696,BMW official MSRP anchors + simulated monthly market variation
2016-03-01,7 Series,82880.56,77907.72,92826.22,1.00963,BMW official MSRP anchors + simulated monthly market variation
2016-04-01,7 Series,82289.04,77351.7,92163.73,1.00242,BMW official MSRP anchors + simulated monthly market variation
2016-05-01,7 Series,82610.77,77654.13,92524.06,1.00634,BMW official MSRP anchors + simulated monthly market variation
2016-06-01,7 Series,82386.28,77443.1,92272.63,1.00361,BMW official MSRP anchors + simulated monthly market variation
2016-07-01,7 Series,82519.57,77568.4,92421.92,1.00523,BMW official MSRP anchors + simulated monthly market variation
2016-08-01,7 Series,82689.0,77727.66,92611.68,1.0073,BMW official MSRP anchors + simulated monthly market variation
2016-09-01,7 Series,81915.58,77000.65,91745.45,0.99788,BMW official MSRP anchors + simulated monthly market variation
2016-10-01,7 Series,83317.64,78318.58,93315.76,1.01495,BMW official MSRP anchors + simulated monthly market variation
2016-11-01,7 Series,82496.26,77546.49,92395.81,1.00495,BMW official MSRP anchors + simulated monthly market variation
2016-12-01,7 Series,82409.1,77464.55,92298.19,1.00389,BMW official MSRP anchors + simulated monthly market variation
2017-01-01,7 Series,83412.95,78408.18,93422.51,1.0028,BMW official MSRP anchors + simulated monthly market variation
2017-02-01,7 Series,84826.08,79736.52,95005.21,1.01979,BMW official MSRP anchors + simulated monthly market variation
2017-03-01,7 Series,84768.88,79682.74,94941.14,1.0191,BMW official MSRP anchors + simulated monthly market variation
2017-04-01,7 Series,84730.41,79646.58,94898.05,1.01864,BMW official MSRP anchors + simulated monthly market variation
2017-05-01,7 Series,84095.01,79049.31,94186.41,1.011,BMW official MSRP anchors + simulated monthly market variation
2017-06-01,7 Series,84257.95,79202.48,94368.91,1.01296,BMW official MSRP anchors + simulated monthly market variation
2017-07-01,7 Series,83294.3,78296.64,93289.61,1.00137,BMW official MSRP anchors + simulated monthly market variation
2017-08-01,7 Series,84507.85,79437.38,94648.8,1.01596,BMW official MSRP anchors + simulated monthly market variation
2017-09-01,7 Series,85188.22,80076.92,95410.8,1.02414,BMW official MSRP anchors + simulated monthly market variation
2017-10-01,7 Series,84021.35,78980.07,94103.91,1.01011,BMW official MSRP anchors + simulated monthly market variation
2017-11-01,7 Series,84736.81,79652.6,94905.22,1.01872,BMW official MSRP anchors + simulated monthly market variation
2017-12-01,7 Series,83827.51,78797.86,93886.81,1.00778,BMW official MSRP anchors + simulated monthly market variation
2018-01-01,7 Series,85544.83,80412.14,95810.21,1.01513,BMW official MSRP anchors + simulated monthly market variation
2018-02-01,7 Series,85978.8,80820.08,96296.26,1.02028,BMW official MSRP anchors + simulated monthly market variation
2018-03-01,7 Series,86337.56,81157.31,96698.07,1.02453,BMW official MSRP anchors + simulated monthly market variation
2018-04-01,7 Series,86045.37,80882.64,96370.81,1.02107,BMW official MSRP anchors + simulated monthly market variation
2018-05-01,7 Series,86744.95,81540.25,97154.34,1.02937,BMW official MSRP anchors + simulated monthly market variation
2018-06-01,7 Series,86366.98,81184.96,96731.01,1.02488,BMW official MSRP anchors + simulated monthly market variation
2018-07-01,7 Series,86443.71,81257.09,96816.95,1.02579,BMW official MSRP anchors + simulated monthly market variation
2018-08-01,7 Series,86350.18,81169.16,96712.2,1.02468,BMW official MSRP anchors + simulated monthly market variation
2018-09-01,7 Series,87538.15,82285.86,98042.73,1.03878,BMW official MSRP anchors + simulated monthly market variation
2018-10-01,7 Series,86532.35,81340.41,96916.24,1.02685,BMW official MSRP anchors + simulated monthly market variation
2018-11-01,7 Series,87020.08,81798.87,97462.49,1.03263,BMW official MSRP anchors + simulated monthly market variation
2018-12-01,7 Series,87502.45,82252.3,98002.74,1.03836,BMW official MSRP anchors + simulated monthly market variation
2019-01-01,7 Series,88909.09,83574.55,99578.18,1.04158,BMW official MSRP anchors + simulated monthly market variation
2019-02-01,7 Series,88255.46,82960.13,98846.11,1.03392,BMW official MSRP anchors + simulated monthly market variation
2019-03-01,7 Series,89617.93,84240.85,100372.08,1.04988,BMW official MSRP anchors + simulated monthly market variation
2019-04-01,7 Series,88361.5,83059.81,98964.88,1.03516,BMW official MSRP anchors + simulated monthly market variation
2019-05-01,7 Series,87323.37,82083.97,97802.18,1.023,BMW official MSRP anchors + simulated monthly market variation
2019-06-01,7 Series,88672.08,83351.76,99312.73,1.0388,BMW official MSRP anchors + simulated monthly market variation
2019-07-01,7 Series,88426.89,83121.28,99038.12,1.03593,BMW official MSRP anchors + simulated monthly market variation
2019-08-01,7 Series,87792.76,82525.19,98327.89,1.0285,BMW official MSRP anchors + simulated monthly market variation
2019-09-01,7 Series,88715.57,83392.64,99361.44,1.03931,BMW official MSRP anchors + simulated monthly market variation
2019-10-01,7 Series,87660.97,82401.31,98180.29,1.02696,BMW official MSRP anchors + simulated monthly market variation
2019-11-01,7 Series,87445.6,82198.86,97939.07,1.02443,BMW official MSRP anchors + simulated monthly market variation
2019-12-01,7 Series,87967.99,82689.91,98524.15,1.03055,BMW official MSRP anchors + simulated monthly market variation
2020-01-01,7 Series,91285.4,85808.27,102239.65,1.05593,BMW official MSRP anchors + simulated monthly market variation
2020-02-01,7 Series,91555.3,86061.98,102541.93,1.05905,BMW official MSRP anchors + simulated monthly market variation
2020-03-01,7 Series,91016.67,85555.67,101938.67,1.05282,BMW official MSRP anchors + simulated monthly market variation
2020-04-01,7 Series,92005.59,86485.25,103046.26,1.06426,BMW official MSRP anchors + simulated monthly market variation
2020-05-01,7 Series,90655.36,85216.04,101534.0,1.04864,BMW official MSRP anchors + simulated monthly market variation
2020-06-01,7 Series,91244.29,85769.63,102193.6,1.05546,BMW official MSRP anchors + simulated monthly market variation
2020-07-01,7 Series,91323.22,85843.83,102282.01,1.05637,BMW official MSRP anchors + simulated monthly market variation
2020-08-01,7 Series,89556.11,84182.74,100302.84,1.03593,BMW official MSRP anchors + simulated monthly market variation
2020-09-01,7 Series,91023.68,85562.26,101946.52,1.05291,BMW official MSRP anchors + simulated monthly market variation
2020-10-01,7 Series,91853.23,86342.04,102875.62,1.0625,BMW official MSRP anchors + simulated monthly market variation
2020-11-01,7 Series,91292.87,85815.3,102248.02,1.05602,BMW official MSRP anchors + simulated monthly market variation
2020-12-01,7 Series,90789.19,85341.84,101683.89,1.05019,BMW official MSRP anchors + simulated monthly market variation
2021-01-01,7 Series,95856.25,90104.88,107359.0,1.08058,BMW official MSRP anchors + simulated monthly market variation
2021-02-01,7 Series,96823.28,91013.88,108442.07,1.09148,BMW official MSRP anchors + simulated monthly market variation
2021-03-01,7 Series,95552.26,89819.12,107018.53,1.07715,BMW official MSRP anchors + simulated monthly market variation
2021-04-01,7 Series,97070.49,91246.26,108718.95,1.09427,BMW official MSRP anchors + simulated monthly market variation
2021-05-01,7 Series,95858.87,90107.34,107361.93,1.08061,BMW official MSRP anchors + simulated monthly market variation
2021-06-01,7 Series,95704.44,89962.17,107188.97,1.07887,BMW official MSRP anchors + simulated monthly market variation
2021-07-01,7 Series,95758.86,90013.33,107249.93,1.07948,BMW official MSRP anchors + simulated monthly market variation
2021-08-01,7 Series,95940.62,90184.18,107453.49,1.08153,BMW official MSRP anchors + simulated monthly market variation
2021-09-01,7 Series,98059.07,92175.52,109826.16,1.10541,BMW official MSRP anchors + simulated monthly market variation
2021-10-01,7 Series,94826.88,89137.27,106206.11,1.06897,BMW official MSRP anchors + simulated monthly market variation
2021-11-01,7 Series,95780.37,90033.54,107274.01,1.07972,BMW official MSRP anchors + simulated monthly market variation
2021-12-01,7 Series,94039.1,88396.76,105323.79,1.06009,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,7 Series,99317.16,93358.13,111235.22,1.0918,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,7 Series,98417.35,92512.31,110227.44,1.08191,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,7 Series,98719.36,92796.2,110565.68,1.08523,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,7 Series,98784.59,92857.52,110638.74,1.08594,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,7 Series,99020.93,93079.67,110903.44,1.08854,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,7 Series,98729.08,92805.33,110576.57,1.08533,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,7 Series,98918.08,92982.99,110788.24,1.08741,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,7 Series,98933.41,92997.41,110805.42,1.08758,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,7 Series,97348.53,91507.62,109030.35,1.07016,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,7 Series,97967.92,92089.84,109724.07,1.07697,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,7 Series,98378.58,92475.86,110184.01,1.08148,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,7 Series,98360.11,92458.5,110163.33,1.08128,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,7 Series,98695.06,92773.36,110538.47,1.05868,BMW official MSRP anchors + simulated monthly market variation
